nace_r2,na_item,geo\TIME_PERIOD,1980-Q1,1980-Q2,1980-Q3,1980-Q4,1981-Q1,1981-Q2,1981-Q3,1981-Q4,1982-Q1,1982-Q2,1982-Q3,1982-Q4,1983-Q1,1983-Q2,1983-Q3,1983-Q4,1984-Q1,1984-Q2,1984-Q3,1984-Q4,1985-Q1,1985-Q2,1985-Q3,1985-Q4,1986-Q1,1986-Q2,1986-Q3,1986-Q4,1987-Q1,1987-Q2,1987-Q3,1987-Q4,1988-Q1,1988-Q2,1988-Q3,1988-Q4,1989-Q1,1989-Q2,1989-Q3,1989-Q4,1990-Q1,1990-Q2,1990-Q3,1990-Q4,1991-Q1,1991-Q2,1991-Q3,1991-Q4,1992-Q1,1992-Q2,1992-Q3,1992-Q4,1993-Q1,1993-Q2,1993-Q3,1993-Q4,1994-Q1,1994-Q2,1994-Q3,1994-Q4,1995-Q1,1995-Q2,1995-Q3,1995-Q4,1996-Q1,1996-Q2,1996-Q3,1996-Q4,1997-Q1,1997-Q2,1997-Q3,1997-Q4,1998-Q1,1998-Q2,1998-Q3,1998-Q4,1999-Q1,1999-Q2,1999-Q3,1999-Q4,2000-Q1,2000-Q2,2000-Q3,2000-Q4,2001-Q1,2001-Q2,2001-Q3,2001-Q4,2002-Q1,2002-Q2,2002-Q3,2002-Q4,2003-Q1,2003-Q2,2003-Q3,2003-Q4,2004-Q1,2004-Q2,2004-Q3,2004-Q4,2005-Q1,2005-Q2,2005-Q3,2005-Q4,2006-Q1,2006-Q2,2006-Q3,2006-Q4,2007-Q1,2007-Q2,2007-Q3,2007-Q4,2008-Q1,2008-Q2,2008-Q3,2008-Q4,2009-Q1,2009-Q2,2009-Q3,2009-Q4,2010-Q1,2010-Q2,2010-Q3,2010-Q4,2011-Q1,2011-Q2,2011-Q3,2011-Q4,2012-Q1,2012-Q2,2012-Q3,2012-Q4,2013-Q1,2013-Q2,2013-Q3,2013-Q4,2014-Q1,2014-Q2,2014-Q3,2014-Q4,2015-Q1,2015-Q2,2015-Q3,2015-Q4,2016-Q1,2016-Q2,2016-Q3,2016-Q4,2017-Q1,2017-Q2,2017-Q3,2017-Q4,2018-Q1,2018-Q2,2018-Q3,2018-Q4,2019-Q1,2019-Q2,2019-Q3,2019-Q4,2020-Q1,2020-Q2,2020-Q3,2020-Q4,2021-Q1,2021-Q2,2021-Q3,2021-Q4,2022-Q1,2022-Q2,2022-Q3
G-I,B1G,CH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17558.1,17535.6,17685.3,17955.2,18094.9,18210.9,18069.6,17965.9,17871.2,17731.2,17901.1,18356.4,18354.9,18693.1,18917.2,19075.9,19116.6,19221.3,19301.5,19331.2,19418.2,19566.3,19600.0,19712.5,19687.1,19482.5,19741.4,19987.5,20290.9,20527.0,20164.4,20222.6,20454.0,20601.4,20903.7,21180.9,21361.0,21705.1,21960.5,22361.4,22639.1,22845.0,23037.9,23242.9,23446.3,23678.3,23825.7,23589.2,23686.3,23947.5,24329.9,24773.1,25030.9,24942.4,25062.1,24836.1,24467.0,24485.6,24236.8,24391.2,24848.8,25024.9,25098.1,25117.5,25019.0,25191.8,25396.3,25510.7,25663.1,25913.9,26153.5,26712.8,27049.0,27509.7,28012.9,28258.3,28225.3,28453.3,28473.9,28452.8,28422.8,28121.0,28138.0,28026.3,28142.7,28104.7,27825.3,27815.4,27731.7,27771.6,27813.8,27906.8,26765.7,23122.4,26604.5,25957.5,24929.8,25965.3,26419.5,26345.1,25964.1,25980.8,26349.4
G-I,B1G,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58828.5,58799.1,59938.9,59430.0,60127.4,60698.4,61045.9,61049.2,60886.9,62774.1,63564.1,64676.6,63320.0,63989.1,64816.1,66058.3,66002.7,65613.7,65500.4,66075.7,66760.0,66482.2,66667.4,66594.4,67552.2,68196.2,69573.5,70511.6,70830.9,71373.5,72362.9,72700.7,72369.5,73692.3,74375.5,74538.9,75673.3,75990.3,75848.7,76351.0,76318.3,76135.3,76140.7,77483.2,78300.4,79256.0,79007.6,79326.8,80512.3,80892.6,81768.7,81772.0,82109.8,81610.7,78398.4,75153.5,74010.5,73212.9,73534.3,74786.3,73886.3,74448.5,75394.3,75077.2,75817.1,76330.3,76480.7,76357.6,76427.3,76312.9,77572.5,77753.4,78578.2,79419.4,80039.4,80489.5,81772.0,82303.7,83077.4,83981.8,84490.6,85308.9,85759.0,86065.2,86598.0,86806.1,86952.1,88039.6,88029.8,88312.0,88945.1,88844.8,89007.2,90388.8,91453.4,92052.7,92549.6,92872.1,93166.3,93195.7,88212.8,59691.5,85042.0,,,,,,,,
G-I,B1G,MK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.7,163.0,166.3,161.9,157.4,161.9,154.0,156.3,164.0,160.2,165.9,170.3,177.0,181.6,186.4,186.0,186.8,191.1,193.6,201.5,196.2,202.7,204.7,205.7,209.3,214.3,219.8,227.3,238.8,247.7,261.0,269.0,274.7,273.8,260.9,246.2,235.9,224.7,223.4,233.8,275.8,286.0,283.4,265.9,262.5,247.0,206.8,220.7,231.9,247.5,251.4,263.4,266.1,275.4,282.5,286.4,288.8,289.2,285.0,283.0,285.7,286.0,291.4,296.9,299.0,316.6,320.9,321.9,338.5,328.3,337.7,343.0,346.5,350.3,354.3,355.2,367.3,373.0,374.9,377.8,365.3,259.5,356.4,363.7,365.5,379.2,389.8,395.0,,,
G-I,B1G,RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533.3,533.0,513.6,496.1,529.7,543.7,557.5,571.1,563.5,566.1,601.5,630.2,621.3,624.6,606.2,583.3,612.7,409.3,492.2,508.6,561.5,556.4,572.1,450.6,559.2,550.8,561.6,574.7,598.9,621.5,645.1,645.6,641.6,666.7,674.4,705.2,716.8,717.2,747.1,848.2,833.4,889.6,905.7,906.1,931.7,969.9,1000.3,1009.3,1091.6,1140.0,1153.5,1181.8,1206.3,1218.5,1233.3,1244.8,1228.3,1224.6,1225.4,1219.4,1225.2,1245.2,1275.4,1279.0,1257.5,1233.9,1226.8,1215.7,1222.8,1243.4,1210.3,1176.5,1198.4,1198.0,1203.5,1218.2,1181.5,1174.8,1195.9,1216.3,1212.8,1219.8,1235.9,1251.6,1265.4,1275.7,1270.0,1290.7,1326.6,1336.4,1349.8,1351.2,1395.5,1420.3,1436.8,1449.0,1474.8,1492.0,1506.5,1566.7,1513.9,1254.2,1448.4,1505.7,1553.3,1616.2,1669.3,1704.4,1726.3,1746.4,1756.2
G-I,B1G,TR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22310.2,21965.3,21242.6,20735.1,20404.6,19879.2,19721.4,20606.0,21134.5,22314.0,23008.9,23017.9,21490.4,19030.0,19865.5,19519.2,21032.2,21712.7,22189.7,22640.5,23127.1,23270.0,24238.8,25287.0,25984.0,26718.6,27084.3,27193.5,28755.8,28707.4,29225.3,30491.2,30744.4,31406.8,30964.1,31327.6,32627.4,32075.7,32746.6,33972.7,35274.9,33129.6,31593.0,29886.1,28124.4,28791.3,29471.3,30171.2,29931.7,31181.6,32178.3,32874.6,34041.6,35065.2,35748.3,36838.3,36694.3,38183.7,38756.2,38937.5,39159.0,40240.9,41377.2,41831.9,42574.5,42698.0,43421.4,44142.2,45388.3,46211.0,45597.1,46711.7,46614.5,46772.9,43458.2,48710.4,49684.3,50344.6,52299.6,53223.2,54994.6,54522.2,54772.8,52604.2,53553.1,55391.9,54859.5,55777.1,54612.8,41120.9,53839.6,57334.9,58832.0,60511.1,65346.2,66378.0,67783.9,70670.4,70070.1
J,B1G,EU27_2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45644.5,46987.8,48789.5,50109.3,49620.4,50542.9,51618.4,52743.7,53842.0,55182.3,56081.8,56986.2,59235.2,60539.1,61695.2,63073.7,64201.3,65956.6,67752.8,69334.4,69886.7,71042.7,73019.5,74741.0,77302.6,78697.0,79972.4,81760.2,83129.1,84346.2,84519.8,85742.7,83268.8,83760.4,84559.9,85760.9,89084.4,89760.7,90382.6,91267.9,90247.2,91662.6,92699.1,93886.5,96141.1,98148.6,99646.2,101663.1,105230.6,106288.0,107247.0,108971.2,110619.9,110983.2,111997.5,111903.9,109859.3,110758.8,110858.7,111931.4,111890.8,112599.0,113782.2,114197.8,117079.9,118300.7,119398.9,119856.8,121020.4,121453.2,121919.9,122331.3,123770.5,124686.2,125266.4,126625.8,128230.8,129778.4,131626.4,132886.5,134128.7,135394.2,137071.5,138998.2,139302.0,140000.0,143036.2,144778.8,147443.5,149627.6,153055.3,155737.8,158100.3,160629.3,162136.5,164807.3,167497.4,171558.3,173323.8,174757.5,175916.9,168426.4,179822.3,178607.5,184522.0,187145.4,190923.7,195154.9,196912.4,200593.6,201056.7
J,B1G,EU28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55838.8,56942.2,58936.2,59981.0,59819.7,60788.1,61943.6,63175.7,64379.7,65892.7,66690.9,68442.5,70206.2,72129.8,73767.4,76124.3,77448.2,79558.6,82604.9,84617.8,86238.5,88870.1,91510.1,93526.5,96610.4,98074.8,99131.2,101391.9,103272.5,104324.3,104556.2,106342.6,104667.6,105538.0,105970.7,107781.7,110860.1,111702.8,113064.5,113844.0,113105.4,114783.3,116870.0,118823.7,120610.2,122465.4,124018.8,126157.3,130308.5,132204.7,133426.5,134659.3,136618.8,137302.9,137731.3,137591.6,134962.0,135483.5,135668.1,137523.5,137810.4,138432.1,140144.9,140723.0,143425.4,144871.6,146628.3,146909.8,149269.2,148737.7,149333.5,150265.7,152526.5,153310.9,154141.1,155576.0,156686.7,158656.3,160536.1,162090.9,164177.4,166077.0,167996.7,170235.6,171114.8,171791.1,175693.1,177874.4,180193.6,183306.9,186884.0,190022.2,192274.0,195339.9,197527.8,200938.0,204787.1,209285.5,211410.6,212673.4,,,,,,,,,,,
J,B1G,EU15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52343.5,53379.8,55269.5,56308.2,55997.7,56862.8,57929.6,59109.8,60208.3,61617.3,62357.9,64034.6,65690.5,67488.6,69038.5,71252.7,72535.8,74540.6,77453.0,79372.0,80860.4,83370.5,85854.4,87802.2,90732.3,92081.5,93037.3,95171.3,96882.1,97720.5,97914.0,99642.6,97895.3,98758.7,99087.7,100725.8,103483.3,104274.7,105590.6,106295.9,105567.5,107072.1,109047.9,110825.3,112480.3,114219.3,115645.7,117590.5,121319.5,123011.3,124057.0,125136.5,126755.8,127429.3,127676.7,127562.5,125109.0,125480.7,125643.1,127455.9,127935.1,128506.1,130209.2,130663.6,133305.3,134624.3,136230.0,136418.7,138200.1,137603.8,138208.6,139107.6,141119.4,141919.6,142604.9,143867.9,144914.8,146756.9,148273.7,149801.6,151678.1,153291.8,154947.0,156872.6,157498.9,157919.5,161582.6,163386.1,165199.3,167909.9,171313.6,174042.2,176104.4,178749.7,180588.2,183531.3,187012.9,190731.3,192727.8,193471.8,,,,,,,,,,,
J,B1G,EA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39581.4,40709.2,41932.5,43025.0,42678.4,43529.5,44331.3,45352.4,46117.6,47135.3,48001.4,48901.8,50793.9,51914.1,52942.8,54160.6,55143.9,56619.8,58172.1,59437.4,60000.2,60896.2,62447.6,63997.9,67294.9,68576.0,69784.3,71510.6,72657.9,73575.7,73714.8,74810.1,72122.4,72527.0,73173.6,74017.5,76541.5,77170.4,77478.3,78243.0,77244.5,78350.3,79185.2,80024.5,81981.8,83634.0,84894.3,86725.2,90003.2,90723.7,91327.4,92812.7,94100.3,94296.6,95109.7,94923.5,93847.6,94417.9,94323.3,95115.8,95103.8,95608.1,96485.2,96692.1,99556.5,100630.3,101498.4,101862.0,102605.8,102826.2,103456.8,103740.6,104683.5,105516.8,105601.1,106603.6,108290.6,109667.1,110841.1,111802.7,112494.7,113438.0,114676.2,116173.1,116949.7,117352.8,120200.3,121196.5,123463.3,125198.1,128251.6,130740.0,132568.0,134225.6,135111.4,137061.3,139168.0,142178.0,143710.5,144533.4,145460.7,138124.6,148713.4,146851.2,150800.7,153385.8,156048.8,159558.9,160664.5,164003.3,163958.6
J,B1G,EA19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40892.5,42056.7,43317.8,44411.4,44081.0,44968.5,45821.7,46877.5,47674.1,48741.5,49644.4,50575.1,52494.1,53647.9,54715.4,55999.9,57034.3,58539.1,60135.6,61452.5,62027.8,62932.7,64543.1,66133.0,68506.7,69806.0,71033.9,72769.1,73932.2,74873.8,75019.8,76125.2,73438.7,73853.1,74523.5,75382.0,77916.4,78594.6,78895.8,79686.8,78690.9,79837.7,80704.9,81614.2,83564.6,85249.2,86528.3,88432.8,91466.2,92234.5,92825.8,94339.7,95391.8,95591.5,96474.0,96263.7,94448.1,95030.5,94894.5,95663.1,95698.7,96193.3,97068.1,97282.7,99951.7,101026.1,101907.4,102271.0,103025.1,103253.4,103887.7,104167.0,105135.3,105967.6,106056.1,107061.1,108538.6,109912.9,111090.3,112054.1,112494.7,113438.0,114676.2,116173.1,116949.7,117352.8,120200.3,121196.5,123463.3,125198.1,128251.6,130740.0,132568.0,134225.6,135111.4,137061.3,139168.0,142178.0,143710.5,144533.4,145460.7,138124.6,148713.4,146851.2,150800.7,153385.8,156048.8,159558.9,160664.5,164003.3,163958.6
J,B1G,EA12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40147.1,41300.8,42537.3,43642.3,43276.3,44140.7,44973.2,46008.9,46802.0,47846.4,48737.7,49648.3,51552.0,52685.9,53728.2,54973.4,55981.4,57484.2,59067.6,60355.7,60915.2,61819.6,63397.9,64967.1,67294.9,68576.0,69784.3,71510.6,72657.9,73575.7,73714.8,74810.1,72122.4,72527.0,73173.6,74017.5,76541.5,77170.4,77478.3,78243.0,77244.5,78350.3,79185.2,80024.5,81981.8,83634.0,84894.3,86725.2,89721.5,90431.2,91023.4,92503.4,93558.6,93745.5,94547.6,94359.9,92586.1,93146.9,93111.4,93829.0,93789.1,94260.3,95118.1,95321.1,98033.0,99087.1,99914.4,100274.8,100892.7,101093.6,101734.3,102032.2,102966.2,103799.3,103894.6,104883.7,106360.8,107744.7,108903.6,109897.9,110316.1,111181.5,112318.2,113805.3,114440.9,114835.7,117707.4,118565.9,120781.9,122479.8,125534.2,127916.7,129749.1,131336.8,132212.8,134059.0,136105.6,139000.3,140489.1,141195.0,142027.0,134922.2,145338.5,143395.7,147233.3,149738.6,152357.5,155727.0,156725.8,160126.0,159999.8
J,B1G,BE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1502.9,1512.9,1505.1,1483.9,1466.1,1465.0,1488.4,1518.5,1543.1,1571.0,1602.2,1662.5,1736.1,1788.5,1841.0,1876.7,1922.4,1994.9,2050.7,2088.7,2143.3,2193.5,2211.4,2258.3,2336.4,2418.9,2487.0,2517.1,2567.3,2596.3,2641.0,2675.6,2629.8,2638.7,2667.7,2705.7,2741.4,2761.5,2762.6,2773.7,2745.8,2726.9,2714.6,2712.4,2743.6,2792.7,2813.9,2871.9,2929.9,2976.8,3021.4,3072.8,3107.3,3126.3,3148.6,3152.0,3319.3,3323.8,3335.0,3416.4,3553.6,3484.5,3531.3,3456.6,3593.8,3613.9,3603.8,3712.1,3790.2,3853.8,3948.6,3888.4,3912.9,3888.4,3970.9,3997.7,3978.7,4058.0,4145.0,4123.8,4132.7,4228.7,4309.0,4416.1,4359.2,4459.6,4446.2,4547.8,4622.5,4693.9,4754.2,4773.1,4921.5,4961.7,4967.3,4992.9,5106.8,5227.3,5358.9,5434.8,5376.8,5001.9,5398.0,5486.1,5538.5,5555.3,5775.1,5884.4,5893.4,6037.3,6181.2
J,B1G,BG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.3,84.2,83.7,98.8,92.5,90.7,91.8,97.2,88.7,80.0,82.8,81.6,101.5,99.6,100.9,106.6,94.8,115.2,112.4,111.8,123.3,130.8,137.9,145.8,152.4,158.7,164.9,171.0,178.3,183.3,188.2,190.8,193.2,194.0,193.8,194.4,222.6,214.3,208.8,204.6,203.1,204.1,206.5,210.3,215.7,220.1,225.6,232.0,236.9,242.0,246.7,249.5,429.9,428.9,430.1,428.0,424.1,423.0,416.9,415.0,416.2,417.6,414.7,413.6,471.6,465.5,463.4,458.1,453.1,451.9,451.9,453.3,454.4,454.7,455.2,454.3,455.0,456.8,459.7,464.5,466.3,468.0,472.3,475.9,553.9,542.1,538.1,542.1,549.8,563.5,578.3,593.3,607.9,625.3,645.0,667.8,692.3,709.8,723.7,735.0,744.1,728.6,747.7,763.4,777.7,785.9,793.5,797.1,797.2,798.6,800.3
J,B1G,CZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,854.2,866.8,884.2,911.0,944.7,943.7,953.4,933.7,912.3,925.5,916.3,929.8,908.7,920.1,933.2,957.3,993.1,1007.6,1034.1,1035.1,1040.6,1058.0,1071.8,1078.8,1116.8,1117.3,1133.6,1139.1,1177.2,1163.2,1154.0,1297.6,1201.3,1232.0,1278.3,1298.5,1343.1,1412.4,1471.6,1531.1,1542.4,1579.1,1573.7,1664.3,1712.5,1770.6,1824.4,1831.0,1869.7,1839.2,1840.2,1818.2,1812.8,1831.2,1850.9,1862.8,1834.7,1832.0,1832.0,1840.0,1866.9,1878.3,1871.1,1872.9,1841.3,1838.0,1840.3,1850.8,1885.5,1879.2,1896.4,1922.8,1958.8,2038.3,2075.5,2101.5,2160.9,2214.3,2275.0,2320.1,2299.2,2307.2,2341.8,2372.6,2428.8,2503.4,2580.2,2665.4,2699.2,2759.0,2839.2,2925.2,3032.6,3108.9,3175.5,3245.3,3289.9,3266.9,3325.6,3407.4,3430.1,3459.4,3558.3,3594.8,3601.3,3709.8,3721.3
J,B1G,DK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642.8,606.3,612.9,691.5,703.8,673.0,759.5,761.4,843.0,928.2,854.8,803.8,940.9,959.0,963.2,888.1,929.5,1003.7,1107.4,1193.5,1120.1,1171.8,1229.9,1224.5,1292.0,1269.3,1241.8,1254.4,1327.9,1374.4,1418.7,1478.8,1460.0,1534.3,1545.1,1605.9,1613.3,1582.7,1635.7,1630.7,1597.1,1655.2,1703.9,1766.0,1758.9,1814.4,1861.4,1813.5,1946.7,2012.0,2056.2,2128.0,2208.1,2325.1,2342.6,2344.2,2334.9,2301.4,2378.1,2476.5,2382.2,2488.1,2550.8,2531.3,2607.3,2573.8,2509.7,2540.7,2538.1,2648.9,2602.2,2640.7,2743.9,2791.4,2922.2,2983.0,2952.8,2781.4,2893.3,2929.1,3137.5,3104.3,3179.3,3355.4,3458.5,3479.9,3547.6,3540.5,3597.0,3593.5,3571.4,3572.6,3518.3,3679.1,3675.4,3702.1,3759.0,3879.5,3950.0,4042.8,4093.5,3930.6,4218.3,4162.2,4255.8,4267.9,4353.9,4569.9,4486.7,4625.2,4571.1
J,B1G,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9253.8,9080.0,8830.8,9345.6,9893.2,10021.1,10129.3,10126.0,10544.9,10692.5,10787.6,10836.8,10469.5,10561.3,10794.1,10938.4,10981.9,11204.9,11381.9,11644.3,11473.7,11759.0,12057.4,12470.6,12811.6,13123.2,13297.0,13454.4,14605.3,14828.3,15133.3,15425.1,15520.2,15835.0,16294.1,16756.5,16588.4,17122.9,17686.9,18011.5,18877.3,19106.8,19156.0,19808.5,19861.0,19939.7,19864.3,20411.9,18191.9,18162.4,18346.0,18703.4,19711.0,20006.1,19871.6,20206.1,19142.9,19769.2,19795.4,20090.5,20901.3,21494.8,21875.2,22376.9,24248.5,24127.2,24546.9,24924.0,25143.7,25186.3,25429.0,25733.9,24433.0,25078.9,25259.3,25583.9,24626.4,24806.8,25013.4,25108.5,27348.1,27830.2,28007.2,28167.9,28525.3,28820.4,29174.6,29315.6,30246.1,30560.9,30816.6,31033.0,31850.4,32132.4,32584.9,32866.9,31987.3,32636.6,32902.2,33580.9,33316.2,33460.4,34158.9,34162.2,34939.3,35231.2,35811.6,36169.0,37463.5,37968.5,38040.6,38916.1,39114.5,39399.8,39855.6,39996.6,40186.0,38392.3,39497.4,40297.5,40578.7,40965.6,41031.2,41388.6,41870.6,41972.3,42005.1
J,B1G,EE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.6,66.1,70.6,71.0,69.4,68.0,72.6,73.8,67.9,70.9,72.7,76.2,78.6,78.3,80.9,82.0,85.0,80.9,81.3,84.6,89.9,92.0,90.0,90.2,95.3,94.1,96.3,96.4,97.4,104.9,105.8,107.7,107.0,109.5,110.7,113.9,116.1,120.2,120.8,125.3,130.3,135.0,136.0,143.9,148.9,151.3,152.4,159.2,164.2,175.7,175.5,185.3,191.9,194.2,197.8,182.6,171.9,202.6,171.0,154.5,167.9,164.6,167.1,180.5,178.0,173.4,186.7,194.6,197.9,209.1,207.2,201.0,217.6,217.2,217.2,210.1,215.0,225.2,235.9,230.9,218.2,230.7,250.9,256.4,268.6,258.5,240.3,247.4,261.0,276.1,284.6,303.7,303.7,318.6,331.0,337.0,334.8,386.3,387.5,405.8,417.4,389.3,422.4,441.5,461.6,503.6,504.6,523.0,569.8,506.1,506.9
J,B1G,IE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840.0,884.0,923.4,862.3,864.4,921.6,937.2,1001.4,1069.4,1045.9,1110.2,1177.7,1234.5,1334.0,1267.0,1305.1,1347.8,1412.4,1482.1,1591.7,1419.9,1432.1,1485.1,1554.1,1585.9,1462.2,1544.5,1540.3,1632.9,1686.2,1712.9,1783.0,1408.5,1574.4,1549.2,1574.0,1734.8,1810.1,1817.2,1910.0,1945.4,2057.6,2047.4,2077.0,2089.1,2121.2,2444.4,2501.2,2835.9,2873.0,2392.0,2712.6,2845.8,2992.2,3142.3,3184.3,3084.2,3221.4,3331.9,3294.3,3333.5,3324.8,3748.4,3590.5,3509.0,3596.2,3545.8,3600.5,3814.3,3540.1,3411.4,3696.1,3778.2,4046.8,3980.9,4232.8,4077.6,4723.7,4656.0,4674.6,5293.8,5155.3,5395.7,5246.0,5354.8,5253.5,6095.5,6298.0,6264.1,6536.3,7729.6,8956.8,8947.4,9313.0,9375.1,9302.0,10084.3,11522.8,11458.4,11428.4,12581.7,11549.8,15769.9,12647.6,14502.1,14555.2,15699.0,16713.2,17060.0,18025.9,16698.7
J,B1G,EL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770.3,768.4,748.0,759.4,759.0,774.9,815.6,842.0,879.8,913.0,940.5,950.8,969.3,981.8,999.1,1038.7,1072.6,1116.5,1162.2,1184.0,1188.9,1199.0,1225.8,1248.0,1290.4,1323.1,1368.6,1409.6,1486.3,1513.3,1548.4,1573.4,1543.2,1566.3,1581.6,1586.4,1652.6,1686.2,1708.0,1781.6,1746.2,1766.3,1856.8,1848.5,1972.8,2050.0,2004.8,2109.9,2084.3,2127.7,2144.2,2132.8,2151.0,2104.7,2100.0,2060.1,2104.6,2144.7,2146.9,2152.6,1678.5,1572.0,1543.0,1445.1,1393.8,1434.0,1396.1,1308.0,1321.4,1305.5,1270.5,1242.8,1254.1,1267.0,1266.2,1202.9,1118.0,1023.0,1013.8,1089.8,1062.3,1067.6,1020.0,1099.9,1074.9,1067.6,1057.3,1076.0,1127.5,1139.9,1129.3,1058.7,1060.5,1041.7,1019.3,1015.4,1004.4,1079.7,1101.9,1085.4,1091.1,1032.6,1087.4,1182.0,1211.1,1220.6,1222.8,1182.8,1193.6,1238.7,1268.6
J,B1G,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4953.5,5021.2,5077.6,5170.4,5223.0,5330.8,5354.6,5431.1,5473.7,5605.3,5784.6,5866.0,5904.9,5883.6,5903.6,5948.8,5812.1,6059.1,6255.8,6301.0,6525.3,6748.4,6857.5,6967.8,7165.8,7197.2,7376.4,7484.2,7566.9,7645.9,7713.6,7857.7,7936.7,8030.7,8020.7,8015.7,8119.7,8189.9,8352.8,8413.0,8555.9,8683.7,8753.9,8858.0,8851.7,8936.9,9047.2,9117.4,9256.5,9318.0,9407.0,9478.4,9523.5,9576.2,9621.3,9517.3,9517.3,9543.6,9559.9,9687.7,9821.8,9878.2,9859.4,9869.5,9773.0,9746.6,9725.3,9714.0,9828.1,9778.0,9893.3,9841.9,9888.3,10033.7,10095.1,10244.2,10527.5,10585.2,10713.0,11006.3,11079.0,11244.5,11388.6,11530.3,11524.0,11695.7,11891.2,12085.5,12401.4,12694.7,13038.1,13150.9,13055.7,13323.9,13392.8,13473.1,13913.0,13826.5,13923.0,14133.6,13995.7,12396.4,13257.5,13557.0,13585.9,14012.0,14225.1,15152.7,14895.7,15518.7,15496.1
J,B1G,FR,5763.8,5848.9,5926.5,5968.5,6014.4,6076.2,6166.2,6221.1,6267.7,6383.8,6371.3,6411.8,6450.5,6456.0,6486.1,6527.0,6645.0,6635.1,6659.2,6782.5,6877.8,7011.2,7132.6,7283.1,7404.5,7558.3,7652.9,7691.4,7759.1,7839.1,7937.2,8089.9,8259.1,8429.4,8604.4,8785.0,9010.1,9191.6,9434.5,9531.8,9664.8,9757.2,9752.1,9846.8,9882.7,9944.2,10012.8,10091.9,10220.3,10225.6,10225.6,10182.9,10137.7,10151.9,10218.8,10307.8,10412.5,10511.1,10624.9,10717.6,10762.1,10831.3,10912.7,10863.6,11065.9,11069.8,11237.0,11447.4,11570.0,11917.0,12117.3,12339.1,12572.7,12790.3,13066.3,13327.6,13646.4,13991.7,14316.2,14499.4,14511.0,14676.6,14899.8,15254.4,15537.2,15899.8,16180.7,16623.0,17037.3,17368.3,17385.8,17595.4,17794.3,17822.4,18029.7,18314.0,19089.6,19235.5,19355.6,19444.4,19311.3,19229.0,19562.1,20053.1,20655.2,21292.3,21507.8,22008.0,22168.0,22308.3,22463.6,22676.6,23233.0,23208.9,23302.7,22814.7,22565.1,22187.7,21977.8,22234.7,22638.1,22972.1,23162.6,23436.2,23864.5,24181.5,24907.5,25161.6,25361.2,25526.4,25842.6,25955.5,25604.5,25603.0,25361.3,25757.7,26159.6,26528.7,26886.1,27013.1,27433.4,27477.5,27705.8,27922.5,28415.2,28113.4,28579.6,28705.1,29540.9,29971.9,30557.3,30914.8,31240.1,31618.3,32103.3,32634.0,32725.4,33249.0,33840.0,34060.5,33499.3,31559.4,33926.7,34573.9,35340.2,35882.9,36770.4,37309.7,37500.8,38116.5,39042.5
